2023-06-07 12:02:35,578 INFO    StreamThr :28711 [internal.py:wandb_internal():87] W&B internal server running at pid: 28711, started at: 2023-06-07 12:02:35.577685
2023-06-07 12:02:35,579 DEBUG   HandlerThread:28711 [handler.py:handle_request():144] handle_request: status
2023-06-07 12:02:35,590 INFO    WriterThread:28711 [datastore.py:open_for_write():85] open: /Users/visriv/Documents/Git/xai-seq/wandb/run-20230607_120235-8ilzbi3n/run-8ilzbi3n.wandb
2023-06-07 12:02:35,591 DEBUG   SenderThread:28711 [sender.py:send():336] send: header
2023-06-07 12:02:35,669 DEBUG   SenderThread:28711 [sender.py:send():336] send: run
2023-06-07 12:02:36,594 INFO    SenderThread:28711 [dir_watcher.py:__init__():216] watching files in: /Users/visriv/Documents/Git/xai-seq/wandb/run-20230607_120235-8ilzbi3n/files
2023-06-07 12:02:36,594 INFO    SenderThread:28711 [sender.py:_start_run_threads():1067] run started: 8ilzbi3n with start time 1686119555.577666
2023-06-07 12:02:36,594 DEBUG   SenderThread:28711 [sender.py:send_request():363] send_request: summary_record
2023-06-07 12:02:36,594 INFO    SenderThread:28711 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-06-07 12:02:36,599 DEBUG   HandlerThread:28711 [handler.py:handle_request():144] handle_request: check_version
2023-06-07 12:02:36,599 DEBUG   SenderThread:28711 [sender.py:send_request():363] send_request: check_version
2023-06-07 12:02:36,751 DEBUG   HandlerThread:28711 [handler.py:handle_request():144] handle_request: run_start
2023-06-07 12:02:36,765 DEBUG   HandlerThread:28711 [system_info.py:__init__():31] System info init
2023-06-07 12:02:36,765 DEBUG   HandlerThread:28711 [system_info.py:__init__():46] System info init done
2023-06-07 12:02:36,766 INFO    HandlerThread:28711 [system_monitor.py:start():151] Starting system monitor
2023-06-07 12:02:36,766 INFO    SystemMonitor:28711 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-06-07 12:02:36,767 INFO    HandlerThread:28711 [system_monitor.py:probe():172] Collecting system info
2023-06-07 12:02:36,767 INFO    SystemMonitor:28711 [interfaces.py:start():168] Started cpu
2023-06-07 12:02:36,768 INFO    SystemMonitor:28711 [interfaces.py:start():168] Started disk
2023-06-07 12:02:36,768 DEBUG   HandlerThread:28711 [system_info.py:probe():195] Probing system
2023-06-07 12:02:36,768 INFO    SystemMonitor:28711 [interfaces.py:start():168] Started memory
2023-06-07 12:02:36,769 INFO    SystemMonitor:28711 [interfaces.py:start():168] Started network
2023-06-07 12:02:36,777 DEBUG   HandlerThread:28711 [system_info.py:_probe_git():180] Probing git
2023-06-07 12:02:36,820 DEBUG   HandlerThread:28711 [system_info.py:_probe_git():188] Probing git done
2023-06-07 12:02:36,821 DEBUG   HandlerThread:28711 [system_info.py:probe():241] Probing system done
2023-06-07 12:02:36,821 DEBUG   HandlerThread:28711 [system_monitor.py:probe():181] {'os': 'macOS-12.6.3-x86_64-i386-64bit', 'python': '3.9.6', 'heartbeatAt': '2023-06-07T06:32:36.768731', 'startedAt': '2023-06-07T06:32:35.565981', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'stock_pred_seq.ipynb', 'root': '/Users/visriv/Documents/Git/xai-seq', 'git': {'remote': 'https://github.com/visriv/xai-seq.git', 'commit': '32cc06d2eff8e63ed511a68e183a7918c53cd875'}, 'email': None, 'host': 'Vishals-MacBook-Pro.local', 'username': 'visriv', 'executable': '/Library/Developer/CommandLineTools/usr/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2600, 'min': 2600, 'max': 2600}, 'cpu_freq_per_core': [{'current': 2600, 'min': 2600, 'max': 2600}], 'disk': {'total': 465.62699127197266, 'used': 20.51349639892578}, 'memory': {'total': 16.0}}
2023-06-07 12:02:36,821 INFO    HandlerThread:28711 [system_monitor.py:probe():182] Finished collecting system info
2023-06-07 12:02:36,821 INFO    HandlerThread:28711 [system_monitor.py:probe():185] Publishing system info
2023-06-07 12:02:36,821 DEBUG   HandlerThread:28711 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-07 12:02:36,822 DEBUG   HandlerThread:28711 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-07 12:02:36,822 DEBUG   HandlerThread:28711 [system_info.py:_save_code():89] Saving code
2023-06-07 12:02:36,823 WARNING HandlerThread:28711 [system_info.py:_save_code():91] unable to save code -- program entry not found
2023-06-07 12:02:36,823 DEBUG   HandlerThread:28711 [system_info.py:_save_patches():127] Saving git patches
2023-06-07 12:02:36,981 DEBUG   HandlerThread:28711 [system_info.py:_save_patches():169] Saving git patches done
2023-06-07 12:02:36,982 INFO    HandlerThread:28711 [system_monitor.py:probe():187] Finished publishing system info
2023-06-07 12:02:37,005 DEBUG   SenderThread:28711 [sender.py:send():336] send: files
2023-06-07 12:02:37,005 INFO    SenderThread:28711 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-06-07 12:02:37,005 INFO    SenderThread:28711 [sender.py:_save_file():1321] saving file diff.patch with policy now
2023-06-07 12:02:37,026 DEBUG   SenderThread:28711 [sender.py:send():336] send: telemetry
2023-06-07 12:02:37,027 DEBUG   HandlerThread:28711 [handler.py:handle_request():144] handle_request: stop_status
2023-06-07 12:02:37,027 DEBUG   SenderThread:28711 [sender.py:send_request():363] send_request: stop_status
